q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,ddq7,t_solve
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630972,1.652e-05,2.39664e-06,1.04894e-06,-1.27703e-06,-1.01381e-06,1.92375e-06,-2.6817e-05,0.01652,0.00239664,0.00104894,-0.00127703,-0.00101381,0.00192375,-0.026817,8.818
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630971,2.95293e-05,4.28322e-06,1.87402e-06,-2.28621e-06,-1.81271e-06,3.44126e-06,-4.79382e-05,0.0130093,0.00188658,0.000825075,-0.00100918,-0.000798899,0.00151751,-0.0211212,11.42
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.063097,4.21049e-05,6.10593e-06,2.67034e-06,-3.26633e-06,-2.58567e-06,4.91152e-06,-6.83591e-05,0.0125756,0.0018227,0.000796328,-0.000980113,-0.000772951,0.00147025,-0.0204209,18.444
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630969,5.46944e-05,7.92998e-06,3.4667e-06,-4.25071e-06,-3.35995e-06,6.38572e-06,-8.88055e-05,0.0125895,0.00182405,0.000796352,-0.00098438,-0.000774287,0.0014742,-0.0204464,12.673
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630968,6.74503e-05,9.7777e-06,4.27301e-06,-5.25018e-06,-4.14479e-06,7.88092e-06,-0.000109524,0.0127559,0.00184772,0.000806316,-0.000999473,-0.000784834,0.00149521,-0.0207184,14.501
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630967,8.04392e-05,1.16589e-05,5.0937e-06,-6.26925e-06,-4.94416e-06,9.40442e-06,-0.000130622,0.0129889,0.00188119,0.000820684,-0.00101907,-0.000799373,0.0015235,-0.0210981,9.138
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630965,9.36951e-05,1.35785e-05,5.93101e-06,-7.31012e-06,-5.76009e-06,1.09598e-05,-0.000152154,0.0132558,0.00191966,0.000837317,-0.00104087,-0.000815928,0.00155543,-0.0215324,8.279
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630963,0.000107237,1.55395e-05,6.78626e-06,-8.374e-06,-6.59371e-06,1.25492e-05,-0.000174152,0.013542,0.00196099,0.000855244,-0.00106388,-0.000833623,0.0015894,-0.0219976,8.349
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630961,0.000121077,1.75436e-05,7.66024e-06,-9.46164e-06,-7.44574e-06,1.41739e-05,-0.000196634,0.0138401,0.00200409,0.00087398,-0.00108764,-0.000852026,0.00162464,-0.0224822,8.284
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630959,0.000135224,1.9592e-05,8.5535e-06,-1.05736e-05,-8.31665e-06,1.58346e-05,-0.000219614,0.0141464,0.00204839,0.000893266,-0.00111192,-0.000870914,0.00166075,-0.02298,8.488
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630956,0.000149682,2.16856e-05,9.46646e-06,-1.17102e-05,-9.20681e-06,1.75321e-05,-0.000243102,0.0144587,0.0020936,0.000912956,-0.0011366,-0.000890162,0.0016975,-0.0234875,8.151
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630953,0.000164458,2.38251e-05,1.03994e-05,-1.28718e-05,-1.01165e-05,1.92669e-05,-0.000267104,0.0147759,0.0021395,0.000932962,-0.0011616,-0.000909698,0.00173479,-0.0240027,8.222
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.063095,0.000179555,2.60111e-05,1.13527e-05,-1.40586e-05,-1.1046e-05,2.10395e-05,-0.000291629,0.0150971,0.00218601,0.000953235,-0.00118688,-0.000929478,0.00177252,-0.0245245,8.254
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630947,0.000194977,2.82442e-05,1.23264e-05,-1.52711e-05,-1.19955e-05,2.28501e-05,-0.000316681,0.0154219,0.00223303,0.00097374,-0.00121242,-0.000949475,0.00181066,-0.0250521,8.184
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630944,0.000210727,3.05247e-05,1.33209e-05,-1.65093e-05,-1.29651e-05,2.46993e-05,-0.000342266,0.01575,0.00228054,0.000994456,-0.00123821,-0.000969672,0.00184918,-0.025585,9.002
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.063094,0.000226808,3.28532e-05,1.43362e-05,-1.77735e-05,-1.39552e-05,2.65873e-05,-0.000368389,0.0160811,0.00232849,0.00101537,-0.00126422,-0.000990057,0.00188804,-0.0261229,8.067
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630936,0.000243223,3.523e-05,1.53727e-05,-1.90639e-05,-1.49658e-05,2.85146e-05,-0.000395054,0.0164151,0.00237686,0.00103647,-0.00129046,-0.00101062,0.00192724,-0.0266656,7.981
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630931,0.000259975,3.76557e-05,1.64304e-05,-2.03809e-05,-1.59972e-05,3.04813e-05,-0.000422267,0.016752,0.00242564,0.00105774,-0.00131691,-0.00103135,0.00196677,-0.0272127,7.912
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630927,0.000277067,4.01305e-05,1.75096e-05,-2.17244e-05,-1.70494e-05,3.2488e-05,-0.000450031,0.0170915,0.00247481,0.00107919,-0.00134358,-0.00105225,0.00200661,-0.0277642,7.845
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630922,0.0002945,4.26548e-05,1.86104e-05,-2.30949e-05,-1.81227e-05,3.45347e-05,-0.000478351,0.0174336,0.00252436,0.0011008,-0.00137044,-0.00107331,0.00204676,-0.02832,7.862
-1.25962,-0.663669,-0.692637,-2.17138,-0.264125,1.50759,0.0630916,0.000312279,4.52291e-05,1.9733e-05,-2.44924e-05,-1.92173e-05,3.66219e-05,-0.000507231,0.0177783,0.00257427,0.00112257,-0.00139751,-0.00109453,0.00208721,-0.0288799,7.885
-1.25962,-0.663668,-0.692637,-2.17138,-0.264125,1.50759,0.0630911,0.000330404,4.78537e-05,2.08775e-05,-2.59172e-05,-2.03332e-05,3.87499e-05,-0.000536675,0.0181255,0.00262455,0.0011445,-0.00142477,-0.0011159,0.00212794,-0.0294439,7.802
-1.25962,-0.663668,-0.692637,-2.17138,-0.264125,1.50759,0.0630905,0.000348879,5.05288e-05,2.20441e-05,-2.73694e-05,-2.14706e-05,4.09188e-05,-0.000566687,0.0184751,0.00267518,0.00116659,-0.00145222,-0.00113742,0.00216896,-0.0300117,8.21
-1.25962,-0.663668,-0.692637,-2.17138,-0.264125,1.50759,0.0630899,0.000367707,5.3255e-05,2.32329e-05,-2.88492e-05,-2.26297e-05,4.31291e-05,-0.00059727,0.0188271,0.00272615,0.00118882,-0.00147985,-0.00115908,0.00221026,-0.0305835,8.627
-1.25962,-0.663668,-0.692637,-2.17138,-0.264125,1.50759,0.0630893,0.000386888,5.60325e-05,2.44441e-05,-3.03569e-05,-2.38105e-05,4.53809e-05,-0.000628429,0.0191814,0.00277746,0.0012112,-0.00150767,-0.00118089,0.00225183,-0.0311589,8.89
-1.25961,-0.663668,-0.692637,-2.17138,-0.264125,1.50759,0.0630886,0.000406426,5.88615e-05,2.56778e-05,-3.18926e-05,-2.50134e-05,4.76746e-05,-0.000660167,0.0195379,0.00282909,0.00123372,-0.00153567,-0.00120283,0.00229367,-0.0317381,8.403
-1.25961,-0.663668,-0.692637,-2.17138,-0.264125,1.50759,0.0630879,0.000426322,6.17426e-05,2.69342e-05,-3.34564e-05,-2.62383e-05,5.00104e-05,-0.000692488,0.0198966,0.00288104,0.00125638,-0.00156383,-0.00122491,0.00233576,-0.0323208,8.708
-1.25961,-0.663668,-0.692637,-2.17138,-0.264125,1.50759,0.0630871,0.00044658,6.46759e-05,2.82134e-05,-3.50486e-05,-2.74854e-05,5.23885e-05,-0.000725395,0.0202575,0.0029333,0.00127917,-0.00159217,-0.00124713,0.00237811,-0.032907,8.212
-1.25961,-0.663668,-0.692637,-2.17138,-0.264125,1.50759,0.0630864,0.0004672,6.76618e-05,2.95155e-05,-3.66692e-05,-2.87549e-05,5.48092e-05,-0.000758892,0.0206205,0.00298587,0.0013021,-0.00162067,-0.00126947,0.0024207,-0.0334967,8.006
-1.25961,-0.663668,-0.692637,-2.17138,-0.264125,1.50759,0.0630855,0.000488186,7.07005e-05,3.08406e-05,-3.83186e-05,-3.00468e-05,5.72727e-05,-0.000792982,0.0209856,0.00303874,0.00132516,-0.00164934,-0.00129194,0.00246354,-0.0340897,7.988
-1.25961,-0.663668,-0.692637,-2.17138,-0.264125,1.50759,0.0630847,0.000509539,7.37924e-05,3.2189e-05,-3.99968e-05,-3.13614e-05,5.97793e-05,-0.000827668,0.0213527,0.0030919,0.00134835,-0.00167816,-0.00131454,0.00250661,-0.034686,7.946
-1.25961,-0.663668,-0.692636,-2.17138,-0.264126,1.50759,0.0630838,0.000531261,7.69377e-05,3.35606e-05,-4.17039e-05,-3.26986e-05,6.23292e-05,-0.000862953,0.0217217,0.00314535,0.00137166,-0.00170714,-0.00133725,0.00254992,-0.0352854,7.958
-1.25961,-0.663668,-0.692636,-2.17138,-0.264126,1.50759,0.0630829,0.000553353,8.01368e-05,3.49557e-05,-4.34402e-05,-3.40587e-05,6.49227e-05,-0.000898841,0.0220927,0.00319907,0.0013951,-0.00173627,-0.00136009,0.00259345,-0.035888,7.963
-1.25961,-0.663668,-0.692636,-2.17138,-0.264126,1.50759,0.063082,0.000575819,8.33899e-05,3.63744e-05,-4.52057e-05,-3.54418e-05,6.75599e-05,-0.000935335,0.0224656,0.00325306,0.00141865,-0.00176555,-0.00138304,0.0026372,-0.0364937,7.994
-1.25961,-0.663668,-0.692636,-2.17138,-0.264126,1.50759,0.063081,0.000598659,8.66972e-05,3.78167e-05,-4.70007e-05,-3.68479e-05,7.0241e-05,-0.000972437,0.0228403,0.00330732,0.00144231,-0.00179497,-0.0014061,0.00268116,-0.0371023,7.991
-1.25961,-0.663667,-0.692636,-2.17138,-0.264126,1.50759,0.0630799,0.000621876,9.0059e-05,3.92828e-05,-4.88252e-05,-3.82771e-05,7.29664e-05,-0.00101015,0.0232167,0.00336184,0.00146609,-0.00182454,-0.00142927,0.00272534,-0.0377139,8.036
-1.25961,-0.663667,-0.692636,-2.17138,-0.264126,1.50759,0.0630789,0.000645471,9.34757e-05,4.07728e-05,-5.06795e-05,-3.97297e-05,7.57361e-05,-0.00104848,0.023595,0.00341662,0.00148999,-0.00185424,-0.00145256,0.00276972,-0.0383283,7.94
-1.25961,-0.663667,-0.692636,-2.17138,-0.264126,1.50759,0.0630778,0.000669446,9.69473e-05,4.22868e-05,-5.25635e-05,-4.12056e-05,7.85504e-05,-0.00108742,0.0239749,0.00347164,0.00151398,-0.00188407,-0.00147594,0.00281431,-0.0389454,7.982
-1.25961,-0.663667,-0.692636,-2.17138,-0.264126,1.50759,0.0630766,0.000693802,0.000100474,4.38248e-05,-5.44776e-05,-4.27051e-05,8.14095e-05,-0.00112699,0.0243565,0.0035269,0.00153809,-0.00191404,-0.00149943,0.00285909,-0.0395653,8.126
-1.25961,-0.663667,-0.692636,-2.17138,-0.264126,1.50759,0.0630754,0.000718542,0.000104057,4.53871e-05,-5.64217e-05,-4.42281e-05,8.43136e-05,-0.00116718,0.0247398,0.0035824,0.0015623,-0.00194414,-0.00152302,0.00290406,-0.0401878,7.911
-1.25961,-0.663667,-0.692636,-2.17138,-0.264126,1.50759,0.0630742,0.000743667,0.000107695,4.69737e-05,-5.83961e-05,-4.57748e-05,8.72628e-05,-0.00120799,0.0251246,0.00363813,0.0015866,-0.00197436,-0.00154671,0.00294922,-0.040813,7.916
-1.25961,-0.663667,-0.692636,-2.17138,-0.264126,1.50759,0.0630729,0.000769178,0.000111389,4.85848e-05,-6.04008e-05,-4.73453e-05,9.02573e-05,-0.00124943,0.025511,0.00369409,0.00161101,-0.0020047,-0.00157049,0.00299456,-0.0414406,7.888
-1.2596,-0.663667,-0.692636,-2.17138,-0.264126,1.50759,0.0630716,0.000795076,0.000115139,5.02203e-05,-6.24359e-05,-4.89397e-05,9.32974e-05,-0.0012915,0.0258989,0.00375026,0.00163551,-0.00203516,-0.00159437,0.00304008,-0.0420707,7.8
-1.2596,-0.663667,-0.692636,-2.17138,-0.264126,1.50759,0.0630703,0.000821365,0.000118946,5.18804e-05,-6.45017e-05,-5.0558e-05,9.63832e-05,-0.00133421,0.0262883,0.00380665,0.0016601,-0.00206574,-0.00161834,0.00308577,-0.0427032,7.808
-1.2596,-0.663666,-0.692636,-2.17138,-0.264126,1.50759,0.0630689,0.000848044,0.000122809,5.35652e-05,-6.65981e-05,-5.22004e-05,9.95148e-05,-0.00137754,0.0266791,0.00386324,0.00168479,-0.00209643,-0.00164239,0.00313163,-0.043338,7.819
-1.2596,-0.663666,-0.692636,-2.17138,-0.264126,1.50759,0.0630674,0.000875115,0.000126729,5.52747e-05,-6.87253e-05,-5.38669e-05,0.000102692,-0.00142152,0.0270713,0.00392004,0.00170956,-0.00212723,-0.00166654,0.00317765,-0.0439752,7.815
-1.2596,-0.663666,-0.692636,-2.17138,-0.264126,1.50759,0.0630659,0.00090258,0.000130706,5.70091e-05,-7.08835e-05,-5.55577e-05,0.000105916,-0.00146613,0.0274649,0.00397704,0.00173442,-0.00215814,-0.00169076,0.00322384,-0.0446145,7.872
-1.2596,-0.663666,-0.692636,-2.17138,-0.264126,1.50759,0.0630644,0.00093044,0.00013474,5.87685e-05,-7.30727e-05,-5.72728e-05,0.000109186,-0.00151139,0.0278598,0.00403423,0.00175937,-0.00218916,-0.00171507,0.00327019,-0.045256,7.805
-1.2596,-0.663666,-0.692636,-2.17138,-0.264126,1.50759,0.0630628,0.000958696,0.000138832,6.05529e-05,-7.52929e-05,-5.90122e-05,0.000112503,-0.00155729,0.0282561,0.00409161,0.0017844,-0.00222028,-0.00173946,0.00331668,-0.0458997,8.631
-1.2596,-0.663666,-0.692636,-2.17138,-0.264126,1.50759,0.0630612,0.00098735,0.000142981,6.23624e-05,-7.75444e-05,-6.07762e-05,0.000115867,-0.00160383,0.0286536,0.00414918,0.0018095,-0.0022515,-0.00176393,0.00336333,-0.0465454,8.113
-1.2596,-0.663666,-0.692636,-2.17138,-0.264126,1.50759,0.0630595,0.0010164,0.000147188,6.41971e-05,-7.98272e-05,-6.25646e-05,0.000119277,-0.00165103,0.0290523,0.00420692,0.00183469,-0.00228281,-0.00178848,0.00341012,-0.0471931,8.309
-1.2596,-0.663665,-0.692635,-2.17138,-0.264126,1.50759,0.0630578,0.00104585,0.000151453,6.60571e-05,-8.21415e-05,-6.43777e-05,0.000122734,-0.00169887,0.0294523,0.00426484,0.00185995,-0.00231422,-0.0018131,0.00345706,-0.0478427,9.156
-1.25959,-0.663665,-0.692635,-2.17138,-0.264127,1.50759,0.063056,0.00107571,0.000155776,6.79423e-05,-8.44872e-05,-6.62155e-05,0.000126238,-0.00174736,0.0298534,0.00432293,0.00188529,-0.00234572,-0.00183779,0.00350413,-0.0484943,8.884
-1.25959,-0.663665,-0.692635,-2.17138,-0.264127,1.50759,0.0630542,0.00110596,0.000160157,6.9853e-05,-8.68645e-05,-6.80781e-05,0.000129789,-0.00179651,0.0302556,0.00438118,0.00191069,-0.00237731,-0.00186255,0.00355133,-0.0491477,10.876
-1.25959,-0.663665,-0.692635,-2.17138,-0.264127,1.50759,0.0630523,0.00113662,0.000164597,7.17892e-05,-8.92735e-05,-6.99654e-05,0.000133388,-0.00184631,0.030659,0.00443959,0.00193617,-0.00240899,-0.00188738,0.00359867,-0.0498029,7.965
-1.25959,-0.663665,-0.692635,-2.17138,-0.264127,1.50759,0.0630504,0.00116769,0.000169095,7.37509e-05,-9.17142e-05,-7.18777e-05,0.000137034,-0.00189677,0.0310635,0.00449816,0.00196172,-0.00244076,-0.00191227,0.00364613,-0.0504599,8.097
-1.25959,-0.663665,-0.692635,-2.17138,-0.264127,1.50759,0.0630484,0.00119915,0.000173652,7.57383e-05,-9.41868e-05,-7.38149e-05,0.000140728,-0.00194789,0.031469,0.00455688,0.00198733,-0.0024726,-0.00193723,0.00369371,-0.0511186,7.989
-1.25959,-0.663664,-0.692635,-2.17138,-0.264127,1.50759,0.0630464,0.00123103,0.000178267,7.77513e-05,-9.66914e-05,-7.57772e-05,0.000144469,-0.00199967,0.0318755,0.00461575,0.00201301,-0.00250453,-0.00196226,0.00374142,-0.051779,8.011
-1.25959,-0.663664,-0.692635,-2.17138,-0.264127,1.50759,0.0630443,0.00126331,0.000182942,7.979e-05,-9.92279e-05,-7.77645e-05,0.000148258,-0.00205211,0.032283,0.00467477,0.00203875,-0.00253654,-0.00198734,0.00378924,-0.0524409,8.125
-1.25959,-0.663664,-0.692635,-2.17138,-0.264127,1.50759,0.0630422,0.001296,0.000187676,8.18545e-05,-0.000101797,-7.9777e-05,0.000152095,-0.00210522,0.0326915,0.00473392,0.00206455,-0.00256862,-0.00201248,0.00383718,-0.0531045,7.967
-1.25958,-0.663664,-0.692635,-2.17138,-0.264127,1.50759,0.06304,0.00132911,0.000192469,8.3945e-05,-0.000104397,-8.18147e-05,0.000155981,-0.00215899,0.0331009,0.00479321,0.00209041,-0.00260077,-0.00203769,0.00388523,-0.0537695,7.935
-1.25958,-0.663664,-0.692635,-2.17138,-0.264127,1.50759,0.0630378,0.00136262,0.000197322,8.60613e-05,-0.00010703,-8.38777e-05,0.000159914,-0.00221342,0.0335112,0.00485263,0.00211632,-0.002633,-0.00206295,0.00393338,-0.0544361,7.906
-1.25958,-0.663663,-0.692635,-2.17138,-0.264127,1.50759,0.0630355,0.00139654,0.000202234,8.82036e-05,-0.000109696,-8.59659e-05,0.000163896,-0.00226853,0.0339225,0.00491218,0.0021423,-0.0026653,-0.00208826,0.00398164,-0.0551041,7.905
-1.25958,-0.663663,-0.692635,-2.17138,-0.264127,1.50759,0.0630331,0.00143087,0.000207206,9.03719e-05,-0.000112393,-8.80795e-05,0.000167926,-0.0023243,0.0343345,0.00497186,0.00216832,-0.00269766,-0.00211362,0.00403,-0.0557734,7.945
-1.25958,-0.663663,-0.692634,-2.17138,-0.264128,1.50759,0.0630307,0.00146562,0.000212238,9.25663e-05,-0.000115123,-9.02186e-05,0.000172004,-0.00238074,0.0347475,0.00503165,0.0021944,-0.00273009,-0.00213904,0.00407845,-0.0564442,7.811
-1.25958,-0.663663,-0.692634,-2.17138,-0.264128,1.50759,0.0630282,0.00150078,0.000217329,9.47868e-05,-0.000117886,-9.23831e-05,0.000176131,-0.00243786,0.0351612,0.00509156,0.00222053,-0.00276259,-0.00216451,0.004127,-0.0571162,7.803
-1.25958,-0.663663,-0.692634,-2.17138,-0.264128,1.5076,0.0630257,0.00153636,0.000222481,9.70335e-05,-0.000120681,-9.45731e-05,0.000180307,-0.00249565,0.0355757,0.00515159,0.00224671,-0.00279514,-0.00219002,0.00417565,-0.0577895,8.021
-1.25957,-0.663662,-0.692634,-2.17138,-0.264128,1.5076,0.0630231,0.00157235,0.000227692,9.93065e-05,-0.000123509,-9.67887e-05,0.000184531,-0.00255411,0.035991,0.00521173,0.00227294,-0.00282776,-0.00221558,0.00422438,-0.0584641,7.854
-1.25957,-0.663662,-0.692634,-2.17138,-0.264128,1.5076,0.0630205,0.00160876,0.000232964,0.000101606,-0.000126369,-9.90299e-05,0.000188804,-0.00261325,0.036407,0.00527197,0.00229922,-0.00286043,-0.00224119,0.0042732,-0.0591398,7.867
-1.25957,-0.663662,-0.692634,-2.17138,-0.264128,1.5076,0.0630178,0.00164558,0.000238297,0.000103931,-0.000129262,-0.000101297,0.000193127,-0.00267307,0.0368237,0.00533231,0.00232554,-0.00289316,-0.00226684,0.0043221,-0.0598167,7.803
-1.25957,-0.663662,-0.692634,-2.17138,-0.264128,1.5076,0.063015,0.00168282,0.000243689,0.000106283,-0.000132188,-0.000103589,0.000197498,-0.00273357,0.0372411,0.00539276,0.0023519,-0.00292595,-0.00229254,0.00437109,-0.0604947,7.865
-1.25957,-0.663661,-0.692634,-2.17138,-0.264128,1.5076,0.0630122,0.00172048,0.000249143,0.000108661,-0.000135147,-0.000105908,0.000201918,-0.00279474,0.0376591,0.0054533,0.00237831,-0.00295878,-0.00231827,0.00442015,-0.0611739,7.788
-1.25957,-0.663661,-0.692634,-2.17138,-0.264128,1.5076,0.0630093,0.00175856,0.000254657,0.000111066,-0.000138139,-0.000108252,0.000206387,-0.00285659,0.0380779,0.00551393,0.00240475,-0.00299167,-0.00234404,0.00446929,-0.061854,7.792
-1.25956,-0.663661,-0.692633,-2.17138,-0.264128,1.5076,0.0630064,0.00179705,0.000260231,0.000113497,-0.000141163,-0.000110621,0.000210906,-0.00291913,0.0384972,0.00557466,0.00243124,-0.00302461,-0.00236986,0.0045185,-0.0625352,7.814
-1.25956,-0.663661,-0.692633,-2.17138,-0.264129,1.5076,0.0630033,0.00183597,0.000265867,0.000115955,-0.000144221,-0.000113017,0.000215473,-0.00298235,0.0389171,0.00563547,0.00245776,-0.00305759,-0.00239571,0.00456778,-0.0632173,7.779
-1.25956,-0.66366,-0.692633,-2.17138,-0.264129,1.5076,0.0630003,0.00187531,0.000271563,0.00011844,-0.000147312,-0.000115439,0.00022009,-0.00304625,0.0393377,0.00569637,0.00248432,-0.00309062,-0.00242159,0.00461713,-0.0639004,7.9
-1.25956,-0.66366,-0.692633,-2.17138,-0.264129,1.5076,0.0629971,0.00191507,0.000277321,0.00012095,-0.000150435,-0.000117886,0.000224757,-0.00311083,0.0397587,0.00575734,0.00251092,-0.00312369,-0.00244751,0.00466655,-0.0645844,7.87
-1.25956,-0.66366,-0.692633,-2.17138,-0.264129,1.5076,0.0629939,0.00195525,0.000283139,0.000123488,-0.000153592,-0.00012036,0.000229473,-0.0031761,0.0401803,0.0058184,0.00253754,-0.00315681,-0.00247346,0.00471603,-0.0652693,7.849
-1.25955,-0.66366,-0.692633,-2.17139,-0.264129,1.5076,0.0629906,0.00199585,0.000289019,0.000126052,-0.000156782,-0.000122859,0.000234239,-0.00324206,0.0406025,0.00587953,0.00256421,-0.00318996,-0.00249945,0.00476557,-0.065955,7.793
-1.25955,-0.663659,-0.692633,-2.17139,-0.264129,1.5076,0.0629873,0.00203688,0.000294959,0.000128643,-0.000160005,-0.000125385,0.000239054,-0.0033087,0.0410251,0.00594073,0.0025909,-0.00322316,-0.00252547,0.00481517,-0.0666415,7.869
-1.25955,-0.663659,-0.692633,-2.17139,-0.264129,1.5076,0.0629839,0.00207832,0.000300961,0.000131261,-0.000163262,-0.000127936,0.000243919,-0.00337603,0.0414482,0.006002,0.00261762,-0.00325639,-0.00255151,0.00486482,-0.0673288,7.891
-1.25955,-0.663659,-0.692632,-2.17139,-0.264129,1.5076,0.0629804,0.0021202,0.000307025,0.000133905,-0.000166551,-0.000130514,0.000248833,-0.00344404,0.0418718,0.00606334,0.00264438,-0.00328966,-0.00257758,0.00491453,-0.0680169,7.791
-1.25955,-0.663658,-0.692632,-2.17139,-0.26413,1.5076,0.0629769,0.00216249,0.000313149,0.000136576,-0.000169874,-0.000133117,0.000253797,-0.00351275,0.0422958,0.00612475,0.00267116,-0.00332297,-0.00260369,0.00496429,-0.0687056,8.283
-1.25954,-0.663658,-0.692632,-2.17139,-0.26413,1.5076,0.0629732,0.00220521,0.000319336,0.000139274,-0.000173231,-0.000135747,0.000258812,-0.00358214,0.0427203,0.00618621,0.00269796,-0.00335631,-0.00262981,0.0050141,-0.0693951,8.072
-1.25954,-0.663658,-0.692632,-2.17139,-0.26413,1.5076,0.0629696,0.00224836,0.000325583,0.000141999,-0.00017662,-0.000138403,0.000263875,-0.00365223,0.0431451,0.00624773,0.0027248,-0.00338968,-0.00265596,0.00506396,-0.0700852,7.935
-1.25954,-0.663657,-0.692632,-2.17139,-0.26413,1.5076,0.0629658,0.00229193,0.000331893,0.000144751,-0.000180043,-0.000141085,0.000268989,-0.003723,0.0435704,0.00630931,0.00275166,-0.00342308,-0.00268214,0.00511387,-0.070776,8.186
-1.25954,-0.663657,-0.692632,-2.17139,-0.26413,1.5076,0.062962,0.00233592,0.000338264,0.000147529,-0.0001835,-0.000143794,0.000274153,-0.00379447,0.043996,0.00637095,0.00277854,-0.00345651,-0.00270834,0.00516381,-0.0714673,9.058
-1.25953,-0.663657,-0.692632,-2.17139,-0.26413,1.5076,0.0629581,0.00238035,0.000344696,0.000150335,-0.00018699,-0.000146528,0.000279367,-0.00386663,0.0444219,0.00643263,0.00280544,-0.00348997,-0.00273456,0.0052138,-0.0721593,8.87
-1.25953,-0.663656,-0.692631,-2.17139,-0.26413,1.5076,0.0629541,0.00242519,0.000351191,0.000153167,-0.000190513,-0.000149289,0.000284631,-0.00393948,0.0448482,0.00649436,0.00283236,-0.00352345,-0.0027608,0.00526383,-0.0728517,8.612
-1.25953,-0.663656,-0.692631,-2.17139,-0.264131,1.5076,0.06295,0.00247047,0.000357747,0.000156026,-0.00019407,-0.000152076,0.000289945,-0.00401303,0.0452749,0.00655614,0.00285931,-0.00355696,-0.00278706,0.0053139,-0.0735447,8.219
-1.25953,-0.663656,-0.692631,-2.17139,-0.264131,1.5076,0.0629459,0.00251617,0.000364365,0.000158913,-0.000197661,-0.000154889,0.000295309,-0.00408727,0.0457018,0.00661797,0.00288627,-0.0035905,-0.00281334,0.00536401,-0.0742382,7.994
-1.25952,-0.663655,-0.692631,-2.17139,-0.264131,1.5076,0.0629417,0.0025623,0.000371044,0.000161826,-0.000201285,-0.000157729,0.000300723,-0.0041622,0.046129,0.00667983,0.00291326,-0.00362405,-0.00283964,0.00541414,-0.0749322,7.958
-1.25952,-0.663655,-0.692631,-2.17139,-0.264131,1.5076,0.0629374,0.00260886,0.000377786,0.000164766,-0.000204942,-0.000160595,0.000306187,-0.00423782,0.0465565,0.00674174,0.00294026,-0.00365763,-0.00286596,0.00546431,-0.0756266,7.93
-1.25952,-0.663654,-0.692631,-2.17139,-0.264131,1.5076,0.0629331,0.00265584,0.00038459,0.000167733,-0.000208634,-0.000163487,0.000311702,-0.00431415,0.0469842,0.00680368,0.00296727,-0.00369123,-0.00289229,0.00551451,-0.0763214,7.844
-1.25952,-0.663654,-0.69263,-2.17139,-0.264131,1.5076,0.0629287,0.00270325,0.000391456,0.000170728,-0.000212359,-0.000166406,0.000317266,-0.00439116,0.0474122,0.00686566,0.0029943,-0.00372485,-0.00291863,0.00556474,-0.0770167,8.134
-1.25951,-0.663654,-0.69263,-2.17139,-0.264132,1.5076,0.0629242,0.00275109,0.000398383,0.000173749,-0.000216117,-0.000169351,0.000322881,-0.00446888,0.0478404,0.00692767,0.00302135,-0.00375848,-0.00294499,0.005615,-0.0777123,8.323
-1.25951,-0.663653,-0.69263,-2.17139,-0.264132,1.5076,0.0629196,0.00279936,0.000405373,0.000176797,-0.000219909,-0.000172322,0.000328547,-0.00454728,0.0482689,0.00698971,0.00304841,-0.00379214,-0.00297136,0.00566528,-0.0784082,7.963
-1.25951,-0.663653,-0.69263,-2.17139,-0.264132,1.5076,0.0629149,0.00284806,0.000412425,0.000179873,-0.000223735,-0.00017532,0.000334262,-0.00462639,0.0486975,0.00705178,0.00307548,-0.0038258,-0.00299775,0.00571558,-0.0791045,8.024
-1.2595,-0.663652,-0.69263,-2.17139,-0.264132,1.5076,0.0629102,0.00289719,0.000419539,0.000182975,-0.000227594,-0.000178344,0.000340028,-0.00470619,0.0491263,0.00711388,0.00310256,-0.00385949,-0.00302415,0.00576591,-0.079801,7.966
